Date,Close
12/5/2019 16:00:00,302.86
12/6/2019 16:00:00,307.35
12/9/2019 16:00:00,302.5
12/10/2019 16:00:00,293.12
12/11/2019 16:00:00,298.93
12/12/2019 16:00:00,298.44
12/13/2019 16:00:00,298.5
12/16/2019 16:00:00,304.21
12/17/2019 16:00:00,315.48
12/18/2019 16:00:00,320.8
12/19/2019 16:00:00,332.22
12/20/2019 16:00:00,336.9
12/23/2019 16:00:00,333.1
12/24/2019 13:00:00,333.2
12/26/2019 16:00:00,332.63
12/27/2019 16:00:00,329.09
12/30/2019 16:00:00,323.31
