Date,Close
4/22/2019 16:00:00,375.17
4/23/2019 16:00:00,374.02
4/24/2019 16:00:00,375.46
4/25/2019 16:00:00,382.8
4/26/2019 16:00:00,380.79
4/29/2019 16:00:00,379.05
4/30/2019 16:00:00,377.69
5/1/2019 16:00:00,376.8
5/2/2019 16:00:00,375.8
5/3/2019 16:00:00,376.46
5/6/2019 16:00:00,371.6
5/7/2019 16:00:00,357.23
5/8/2019 16:00:00,359.75
5/9/2019 16:00:00,354.13
5/10/2019 16:00:00,354.67
5/13/2019 16:00:00,337.37
5/14/2019 16:00:00,343.04
5/15/2019 16:00:00,345.64
5/16/2019 16:00:00,353.81
5/17/2019 16:00:00,355.02
5/20/2019 16:00:00,352.79
5/21/2019 16:00:00,358.75
5/22/2019 16:00:00,352.78
5/23/2019 16:00:00,350.55
5/24/2019 16:00:00,354.9
5/28/2019 16:00:00,354.88
5/29/2019 16:00:00,348.8
5/30/2019 16:00:00,349.87
5/31/2019 16:00:00,341.61
6/3/2019 16:00:00,338.89
6/4/2019 16:00:00,344.62
6/5/2019 16:00:00,348.75
6/6/2019 16:00:00,350.64
6/7/2019 16:00:00,353.7
6/10/2019 16:00:00,353.8
6/11/2019 16:00:00,349.33
6/12/2019 16:00:00,347.03
6/13/2019 16:00:00,348.86
6/14/2019 16:00:00,347.16
6/17/2019 16:00:00,354.9
6/18/2019 16:00:00,373.96
6/19/2019 16:00:00,368.56
6/20/2019 16:00:00,374.88
6/21/2019 16:00:00,371.84
6/24/2019 16:00:00,373.99
6/25/2019 16:00:00,369.32
6/26/2019 16:00:00,374.94
6/27/2019 16:00:00,364.02
6/28/2019 16:00:00,364.01
7/1/2019 16:00:00,356.46
7/2/2019 16:00:00,354.16
7/3/2019 13:00:00,354.47
7/5/2019 16:00:00,355.86
7/8/2019 16:00:00,351.12
7/9/2019 16:00:00,353.09
7/10/2019 16:00:00,352.3
7/11/2019 16:00:00,359
7/12/2019 16:00:00,365.33
7/15/2019 16:00:00,361.61
7/16/2019 16:00:00,362.75
7/17/2019 16:00:00,369.52
7/18/2019 16:00:00,361.11
7/19/2019 16:00:00,377.36
7/22/2019 16:00:00,373.42
7/23/2019 16:00:00,373.07
7/24/2019 16:00:00,361.43
7/25/2019 16:00:00,348.09
7/26/2019 16:00:00,345
7/29/2019 16:00:00,340.21
7/30/2019 16:00:00,347.46
7/31/2019 16:00:00,341.18
8/1/2019 16:00:00,334.29
8/2/2019 16:00:00,339.56
8/5/2019 16:00:00,331.06
8/6/2019 16:00:00,332.45
8/7/2019 16:00:00,331.38
8/8/2019 16:00:00,336.35
8/9/2019 16:00:00,337.55
8/12/2019 16:00:00,332.94
8/13/2019 16:00:00,332.86
8/14/2019 16:00:00,320.42
8/15/2019 16:00:00,328
8/16/2019 16:00:00,330.45
8/19/2019 16:00:00,333.78
8/20/2019 16:00:00,331.75
8/21/2019 16:00:00,339.99
8/22/2019 16:00:00,354.41
8/23/2019 16:00:00,356.01
8/26/2019 16:00:00,359.04
8/27/2019 16:00:00,354.73
8/28/2019 16:00:00,359.97
8/29/2019 16:00:00,362.74
8/30/2019 16:00:00,364.09
9/3/2019 16:00:00,354.42
9/4/2019 16:00:00,356.53
9/5/2019 16:00:00,360.3
9/6/2019 16:00:00,363
9/9/2019 16:00:00,358.78
9/10/2019 16:00:00,369.49
9/11/2019 16:00:00,382.94
9/12/2019 16:00:00,375.63
9/13/2019 16:00:00,379.76
9/16/2019 16:00:00,378.85
9/17/2019 16:00:00,384.2
9/18/2019 16:00:00,386.41
9/19/2019 16:00:00,384.44
9/20/2019 16:00:00,379.39
9/23/2019 16:00:00,377.03
9/24/2019 16:00:00,381.65
9/25/2019 16:00:00,386.2
9/26/2019 16:00:00,386.89
9/27/2019 16:00:00,382.86
9/30/2019 16:00:00,380.47
10/1/2019 16:00:00,374.94
10/2/2019 16:00:00,367.36
10/3/2019 16:00:00,372.07
10/4/2019 16:00:00,375.7
10/7/2019 16:00:00,376.54
10/8/2019 16:00:00,374.1
10/9/2019 16:00:00,374.96
10/10/2019 16:00:00,371
10/11/2019 16:00:00,374.92
10/14/2019 16:00:00,373.18
10/15/2019 16:00:00,370.96
10/16/2019 16:00:00,372.43
10/17/2019 16:00:00,369.06
10/18/2019 16:00:00,344
10/21/2019 16:00:00,331.06
10/22/2019 16:00:00,337
10/23/2019 16:00:00,340.5
10/24/2019 16:00:00,344.55
10/25/2019 16:00:00,339.83
10/28/2019 16:00:00,340.88
10/29/2019 16:00:00,348.93
10/30/2019 16:00:00,346.06
10/31/2019 16:00:00,339.91
11/1/2019 16:00:00,345.19
11/4/2019 16:00:00,351.09
11/5/2019 16:00:00,358.29
11/6/2019 16:00:00,354.19
11/7/2019 16:00:00,352.14
11/8/2019 16:00:00,351
11/11/2019 16:00:00,366.96
11/12/2019 16:00:00,362.88
11/13/2019 16:00:00,362.5
11/14/2019 16:00:00,367.44
11/15/2019 16:00:00,371.68
11/18/2019 16:00:00,369.46
11/19/2019 16:00:00,367
11/20/2019 16:00:00,370.91
11/21/2019 16:00:00,366.44
11/22/2019 16:00:00,371.34
11/25/2019 16:00:00,373.13
11/26/2019 16:00:00,373.51
11/27/2019 16:00:00,368
11/29/2019 13:00:00,366.18
12/2/2019 16:00:00,355.18
12/3/2019 16:00:00,352.08
12/4/2019 16:00:00,348.84
12/5/2019 16:00:00,345.68
12/6/2019 16:00:00,354.09
12/9/2019 16:00:00,351.21
12/10/2019 16:00:00,347.9
12/11/2019 16:00:00,350
12/12/2019 16:00:00,346.29
12/13/2019 16:00:00,341.67
12/16/2019 16:00:00,327
12/17/2019 16:00:00,327
12/18/2019 16:00:00,330.68
12/19/2019 16:00:00,333.5
12/20/2019 16:00:00,328
12/23/2019 16:00:00,337.55
12/24/2019 13:00:00,333
12/26/2019 16:00:00,329.92
12/27/2019 16:00:00,330.14
12/30/2019 16:00:00,326.4
